order_id,customer_id,product_id,product_category,quantity,unit_price,discount_pct,customer_age,customer_income,num_dependents,is_returned,order_date
132,104,25,Clothing,17,143.9,0.23,29,45662.0,1,0,2023-03-25
133,35,20,Books,10,178.22,0.14,62,53449.0,3,0,2023-08-13
134,193,2,Electronics,12,392.3,0.19,21,44740.0,0,0,2023-06-17
135,101,39,Clothing,15,496.29,0.14,34,75823.0,3,0,2023-07-05
136,175,6,Clothing,10,124.13,0.27,58,90550.0,4,0,2023-03-13
137,131,17,Books,14,437.78,0.15,60,58223.0,3,0,2023-03-15
138,1,25,Food,13,416.16,0.25,56,31129.0,4,0,2023-12-07
139,5,28,Books,5,116.21,0.24,26,63209.0,1,1,2023-06-02
140,142,2,Food,6,202.67,0.12,39,59388.0,3,0,2023-04-06
141,103,35,Clothing,2,207.79,0.07,53,29851.0,2,0,2023-02-22
142,27,37,Electronics,17,489.22,0.12,54,59355.0,2,0,2023-06-23
143,137,5,Toys,4,94.54,0.25,53,37343.0,3,0,2023-04-20
144,15,1,Clothing,14,400.58,0.07,41,71186.0,3,0,2023-11-12
145,90,40,Electronics,10,170.43,0.16,50,62952.0,0,0,2023-02-20
146,42,12,Clothing,3,366.78,0.24,42,54803.0,3,0,2023-09-10
147,124,36,Books,3,212.91,0.11,38,49975.0,0,0,2023-03-14
148,179,45,Food,15,291.29,0.19,23,16870.0,0,0,2023-07-31
149,63,23,Clothing,6,417.14,0.07,43,26712.0,0,0,2023-07-31
150,96,47,Electronics,17,403.06,0.03,39,45917.0,0,0,2023-09-08
151,52,31,Books,12,433.88,0.24,58,104788.0,1,0,2023-06-17
152,96,11,Toys,11,34.51,0.03,47,65013.0,2,0,2023-09-20
153,132,10,Books,4,347.57,0.08,58,121421.0,0,0,2023-11-27
154,151,3,Food,6,74.29,0.26,36,51098.0,2,0,2023-08-18
155,143,14,Books,1,210.83,0.1,38,48270.0,0,0,2023-08-27
156,171,16,Toys,16,276.55,0.29,67,99964.0,2,0,2023-10-02
157,29,10,Electronics,15,204.36,0.29,54,45270.0,3,0,2023-05-23
158,36,29,Clothing,17,262.21,0.08,51,29934.0,3,0,2023-03-11
159,13,10,Food,8,498.28,0.01,66,57433.0,2,0,2023-11-08
160,160,12,Toys,12,71.93,0.21,65,85927.0,0,0,2023-06-23
161,71,30,Food,10,339.35,0.14,66,32436.0,1,0,2023-12-02
162,187,41,Books,15,201.02,0.03,65,65810.0,2,0,2023-04-19
163,86,1,Food,9,70.84,0.21,58,46788.0,4,0,2023-07-22
164,28,5,Toys,2,83.57,0.01,54,61431.0,1,0,2023-07-04
165,66,20,Clothing,5,474.89,0.26,49,57341.0,4,0,2023-10-18
166,170,8,Clothing,6,440.4,0.04,36,39849.0,2,0,2023-11-24
167,45,43,Food,7,453.99,0.04,61,46486.0,0,0,2023-04-02
168,62,12,Electronics,1,495.81,0.05,66,41084.0,4,0,2023-09-16
169,185,1,Food,7,108.12,0.29,48,52020.0,2,0,2023-11-18
170,134,20,Books,12,180.94,0.21,25,32111.0,1,1,2023-07-25
171,28,28,Clothing,16,336.26,0.24,36,36187.0,0,0,2023-02-21
172,28,43,Clothing,16,244.48,0.12,36,39856.0,4,0,2023-12-15
173,108,37,Clothing,11,212.1,0.1,33,59626.0,2,0,2023-06-30
174,44,47,Electronics,4,182.12,0.07,43,24155.0,0,1,2023-10-30
175,84,37,Electronics,13,298.92,0.14,69,46464.0,0,0,2023-01-03
176,30,12,Toys,7,289.92,0.17,56,34403.0,3,0,2023-03-25
177,190,37,Food,4,84.92,0.19,59,39906.0,0,0,2023-08-02
178,75,49,Food,15,238.51,0.08,58,35239.0,2,0,2023-02-03
179,128,49,Books,19,278.97,0.28,51,54030.0,1,1,2023-02-19
180,92,44,Clothing,9,287.29,0.05,55,45317.0,3,0,2023-10-16
181,190,28,Electronics,11,109.0,0.29,69,69969.0,2,1,2023-11-25
182,129,47,Books,8,372.42,0.0,56,59926.0,2,0,2023-09-16
183,121,15,Books,1,17.47,0.14,67,22731.0,2,0,2023-09-15
184,27,6,Electronics,8,180.64,0.1,33,30333.0,4,0,2023-09-29
185,190,44,Food,13,391.21,0.13,46,44956.0,4,0,2023-07-01
186,121,20,Clothing,4,284.13,0.17,38,47980.0,1,0,2023-02-02
187,116,50,Food,8,134.28,0.13,50,31701.0,2,0,2023-09-22
188,3,14,Books,3,349.0,0.12,65,94088.0,4,1,2023-11-09
189,103,2,Clothing,9,285.86,0.22,28,75534.0,4,1,2023-02-09
190,198,9,Toys,2,399.14,0.21,57,21539.0,4,0,2023-11-04
191,200,37,Books,2,368.84,0.25,36,58262.0,1,0,2023-07-29
192,155,20,Food,13,307.0,0.07,38,47911.0,1,0,2023-09-29
193,137,26,Food,15,246.65,0.18,63,91303.0,2,0,2023-05-16
194,62,29,Food,12,70.93,0.18,23,22361.0,3,0,2023-03-28
195,165,1,Electronics,4,134.36,0.11,67,137301.0,2,0,2023-03-01
196,51,35,Books,8,212.45,0.15,30,32162.0,4,1,2023-06-13
197,172,6,Clothing,9,301.65,0.09,41,59235.0,4,0,2023-01-03
198,152,37,Food,5,259.29,0.04,23,36200.0,0,0,2023-01-15
199,59,5,Food,18,147.65,0.06,36,40616.0,2,0,2023-04-12
200,118,33,Electronics,11,8.2,0.03,27,21063.0,4,0,2023-09-12
201,160,49,Clothing,15,250.64,0.2,65,89183.0,4,0,2023-08-13
202,96,14,Books,9,146.38,0.2,53,42838.0,3,0,2023-07-29
203,180,12,Toys,17,368.63,0.29,30,44319.0,0,1,2023-01-23
204,113,42,Electronics,12,16.85,0.22,50,155786.0,2,0,2023-08-23
205,62,20,Books,7,294.49,0.02,30,79199.0,1,0,2023-05-11
206,186,50,Toys,10,471.03,0.27,57,35095.0,2,0,2023-06-07
207,52,24,Food,10,91.33,0.26,40,36130.0,2,0,2023-06-22
208,12,43,Food,13,238.47,0.13,65,55821.0,3,0,2023-01-17
209,39,34,Clothing,19,50.25,0.18,49,72068.0,2,0,2023-11-10
210,130,25,Toys,11,314.71,0.29,29,117738.0,3,0,2023-07-04
211,131,50,Food,13,277.51,0.16,45,21937.0,3,0,2023-11-30
212,113,29,Food,8,206.65,0.27,46,70510.0,4,0,2023-07-03
213,101,39,Clothing,8,263.08,0.02,27,76407.0,1,0,2023-05-23
214,113,31,Books,4,448.8,0.06,58,33032.0,3,1,2023-02-13
215,184,47,Food,15,102.17,0.13,27,40940.0,0,0,2023-01-12
216,81,43,Electronics,11,16.17,0.18,27,21695.0,0,0,2023-01-08
217,187,50,Electronics,11,431.52,0.24,53,38160.0,1,0,2023-03-21
218,113,23,Books,1,290.67,0.3,35,55053.0,3,1,2023-10-24
219,2,44,Toys,17,445.88,0.12,60,108777.0,1,0,2023-06-11
220,130,38,Clothing,15,300.49,0.01,32,113912.0,4,0,2023-10-29
221,54,20,Electronics,6,406.03,0.24,42,29300.0,0,0,2023-08-04
222,87,23,Electronics,15,217.69,0.18,31,101613.0,2,0,2023-09-05
223,129,45,Books,9,376.18,0.06,46,18496.0,0,0,2023-01-29
224,147,16,Toys,14,456.96,0.15,41,36590.0,3,0,2023-09-29
225,126,50,Toys,18,288.2,0.22,51,42154.0,1,1,2023-05-13
226,130,42,Books,17,94.49,0.23,68,55598.0,0,0,2023-01-05
227,53,8,Electronics,18,138.05,0.15,46,51702.0,2,0,2023-09-01
228,172,50,Clothing,5,103.33,0.09,21,58856.0,2,0,2023-01-30
229,160,21,Electronics,9,127.19,0.29,64,44735.0,1,0,2023-04-27
230,198,1,Toys,11,156.68,0.2,52,79205.0,1,0,2023-06-27
231,160,8,Electronics,1,279.79,0.12,45,69280.0,0,1,2023-09-18
232,68,29,Clothing,18,296.06,0.08,47,42413.0,3,0,2023-08-23
233,183,32,Food,6,216.12,0.22,38,74697.0,4,0,2023-05-21
234,184,38,Electronics,2,309.63,0.07,62,137891.0,2,0,2023-11-01
235,123,5,Books,15,45.38,0.05,24,35009.0,1,1,2023-12-11
236,145,47,Food,14,48.46,0.16,52,113286.0,4,0,2023-02-19
237,38,22,Books,5,90.06,0.09,39,36617.0,4,0,2023-09-27
238,24,47,Books,6,261.45,0.19,49,99227.0,4,0,2023-04-18
239,69,34,Books,6,110.93,0.04,64,37311.0,3,0,2023-02-15
240,116,1,Electronics,18,145.23,0.2,27,71886.0,1,0,2023-03-23
241,98,26,Toys,14,203.15,0.08,57,53627.0,2,0,2023-05-06
242,198,43,Food,10,406.87,0.0,36,20078.0,1,0,2023-03-25
243,139,10,Clothing,14,11.86,0.04,63,127743.0,0,0,2023-10-17
244,144,30,Toys,13,326.44,0.28,20,31328.0,2,0,2023-03-12
245,97,50,Electronics,3,336.09,0.26,22,25983.0,1,0,2023-06-24
246,124,18,Books,6,400.33,0.07,65,35606.0,2,0,2023-11-12
247,187,17,Clothing,8,466.71,0.23,45,173794.0,0,0,2023-11-26
248,70,26,Food,12,14.97,0.18,50,26190.0,2,0,2023-12-03
249,93,8,Toys,13,81.12,0.29,27,53590.0,4,0,2023-12-20
250,3,47,Toys,11,443.65,0.11,62,27957.0,3,0,2023-04-01
251,148,40,Clothing,12,231.97,0.2,65,30459.0,0,0,2023-12-17
252,187,49,Electronics,1,284.47,0.02,27,22033.0,2,0,2023-09-06
253,164,12,Food,17,333.2,0.12,54,57388.0,0,0,2023-05-12
254,147,27,Clothing,16,341.14,0.29,58,45224.0,4,0,2023-06-18
255,90,8,Books,11,466.21,0.16,47,27842.0,3,0,2023-03-01
256,195,25,Food,13,498.49,0.09,23,75857.0,0,0,2023-12-03
257,147,46,Toys,18,361.48,0.04,35,79966.0,4,0,2023-08-29
258,148,4,Clothing,11,147.17,0.21,32,60091.0,4,0,2023-07-09
259,96,33,Toys,12,440.48,0.19,39,88021.0,4,0,2023-12-06
260,199,1,Toys,6,29.36,0.11,24,41171.0,2,1,2023-10-08
261,52,19,Toys,9,119.39,0.29,56,57595.0,1,0,2023-08-20
262,161,31,Electronics,16,449.21,0.01,39,41251.0,0,0,2023-10-16
263,168,16,Toys,4,131.81,0.09,43,23071.0,1,0,2023-10-02
264,128,14,Books,3,114.22,0.28,55,54700.0,4,1,2023-11-09
265,39,48,Books,16,73.37,0.1,53,53069.0,1,1,2023-01-15
266,82,5,Food,12,430.26,0.08,64,48286.0,4,0,2023-02-10
267,104,41,Toys,11,252.53,0.16,67,59097.0,4,0,2023-07-27
268,129,26,Toys,5,339.07,0.25,53,99305.0,3,0,2023-03-01
269,11,28,Clothing,18,123.34,0.03,38,44258.0,3,0,2023-12-31
270,185,2,Electronics,19,380.23,0.28,36,30376.0,1,0,2023-08-28
271,178,50,Food,6,381.2,0.24,24,43309.0,0,0,2023-04-06
272,151,6,Toys,18,159.74,0.05,44,45779.0,1,1,2023-10-05
273,159,9,Clothing,6,208.29,0.21,37,80161.0,0,0,2023-06-09
274,42,33,Electronics,4,108.8,0.12,69,51706.0,1,0,2023-10-09
275,99,41,Food,12,488.4,0.12,27,27609.0,2,0,2023-07-28
276,7,25,Food,19,324.57,0.23,46,73330.0,2,0,2023-05-13
277,144,48,Toys,2,467.6,0.29,34,67681.0,0,0,2023-04-07
278,90,13,Food,17,155.18,0.04,64,51717.0,3,0,2023-08-07
279,112,9,Clothing,11,392.04,0.13,32,78757.0,0,0,2023-03-12
280,60,13,Food,11,384.1,0.14,35,85631.0,1,0,2023-10-01
281,113,31,Books,16,347.37,0.11,41,40590.0,4,0,2023-12-17
282,2,41,Clothing,2,482.99,0.11,39,31255.0,2,0,2023-05-14
283,129,11,Electronics,2,199.81,0.02,32,48731.0,4,0,2023-03-07
284,48,4,Electronics,8,69.71,0.21,39,64107.0,2,0,2023-05-07
285,140,34,Toys,13,337.5,0.13,21,46505.0,1,0,2023-07-24
286,197,38,Toys,10,366.01,0.06,54,29905.0,2,0,2023-10-25
287,37,46,Books,8,289.65,0.24,66,53175.0,0,0,2023-04-27
288,160,4,Electronics,4,107.37,0.24,38,17734.0,4,0,2023-09-24
289,9,38,Electronics,15,254.71,0.15,64,41680.0,4,0,2023-10-09
290,99,19,Electronics,1,159.53,0.09,56,75025.0,1,0,2023-05-29
291,147,6,Electronics,11,216.6,0.19,25,77089.0,4,0,2023-07-13
292,48,34,Food,7,324.38,0.09,33,7481.0,1,0,2023-06-17
293,131,18,Clothing,17,373.88,0.07,23,44521.0,3,0,2023-11-08
294,148,13,Clothing,18,119.95,0.22,41,66147.0,0,0,2023-06-28
295,152,41,Books,12,205.64,0.01,58,27227.0,2,0,2023-05-28
296,54,23,Food,9,138.23,0.03,55,40702.0,2,0,2023-02-26
297,120,19,Electronics,5,103.32,0.0,53,89667.0,2,0,2023-01-05
298,161,45,Electronics,10,392.78,0.05,46,38481.0,3,0,2023-01-14
299,152,11,Toys,4,455.08,0.02,26,109024.0,0,0,2023-10-07
300,116,1,Toys,5,188.26,0.3,22,33840.0,4,0,2023-11-20
301,75,24,Books,10,376.88,0.09,66,99205.0,4,0,2023-10-31
302,113,7,Electronics,11,449.01,0.04,52,49850.0,0,0,2023-08-04
303,200,25,Books,10,423.83,0.07,21,31598.0,0,0,2023-06-24
304,164,21,Food,8,95.49,0.28,61,99370.0,2,0,2023-11-12
305,166,15,Clothing,2,478.36,0.16,35,26816.0,4,0,2023-01-03
306,104,1,Electronics,8,191.45,0.11,44,32926.0,0,0,2023-05-17
307,84,12,Food,16,172.92,0.26,34,62627.0,4,1,2023-04-10
308,112,7,Electronics,5,35.9,0.12,43,51042.0,0,0,2023-03-24
309,99,15,Toys,3,245.66,0.1,34,56217.0,1,0,2023-10-07
310,153,21,Books,12,58.96,0.06,50,40776.0,2,0,2023-05-12
311,93,19,Toys,13,128.03,0.11,33,26911.0,0,0,2023-01-01
312,146,29,Clothing,13,161.89,0.1,33,35379.0,3,0,2023-04-26
313,128,25,Toys,10,405.37,0.2,25,94864.0,0,0,2023-07-21
314,110,33,Electronics,4,438.37,0.09,33,25122.0,1,0,2023-05-20
315,82,49,Toys,9,154.72,0.17,36,111551.0,3,0,2023-05-26
316,194,32,Electronics,2,430.06,0.02,37,57407.0,3,0,2023-09-23
317,54,49,Clothing,19,429.33,0.06,39,36374.0,0,0,2023-07-21
318,163,35,Toys,1,383.5,0.12,36,18015.0,1,0,2023-06-01
319,189,44,Books,7,77.61,0.28,35,19238.0,3,0,2023-08-10
320,169,38,Books,17,346.71,0.11,59,41030.0,2,1,2023-03-20
321,161,26,Books,3,472.79,0.2,58,38618.0,2,0,2023-07-19
322,68,11,Toys,3,342.86,0.08,51,51994.0,4,0,2023-09-07
323,33,35,Toys,3,169.15,0.04,63,115794.0,4,0,2023-04-09
324,142,8,Toys,17,252.79,0.02,28,64138.0,1,0,2023-08-01
325,21,46,Electronics,7,324.63,0.09,46,45966.0,3,0,2023-05-23
326,48,14,Clothing,14,257.73,0.05,65,90077.0,2,1,2023-07-09
327,148,10,Books,17,64.38,0.05,52,52856.0,2,0,2023-10-28
328,128,2,Electronics,18,159.47,0.23,29,109082.0,1,0,2023-02-21
329,136,46,Books,13,402.19,0.0,36,35030.0,3,0,2023-04-22
330,135,9,Electronics,18,431.4,0.17,68,27615.0,1,0,2023-05-15
331,195,3,Toys,4,72.96,0.11,68,18031.0,0,0,2023-04-22
332,145,21,Books,1,476.43,0.15,55,46504.0,2,0,2023-01-13
333,128,26,Toys,18,167.77,0.17,36,26441.0,1,0,2023-09-30
334,33,8,Books,1,332.85,0.09,37,26255.0,1,1,2023-08-21
335,176,48,Food,13,377.15,0.09,42,82220.0,0,0,2023-02-13
336,187,2,Electronics,10,406.91,0.22,53,20722.0,4,0,2023-03-14
337,115,6,Food,11,473.15,0.26,27,51626.0,2,0,2023-09-18
338,119,28,Electronics,9,159.9,0.06,32,47023.0,1,0,2023-08-19
339,22,29,Clothing,9,429.96,0.03,42,51332.0,2,0,2023-02-02
340,158,26,Books,5,70.19,0.27,39,97934.0,4,0,2023-03-09
341,38,25,Clothing,1,354.0,0.1,41,32440.0,1,0,2023-01-16
342,109,12,Clothing,17,372.28,0.17,66,97976.0,0,0,2023-05-30
343,51,5,Electronics,2,340.47,0.11,42,20331.0,2,0,2023-10-19
344,182,34,Food,13,129.9,0.04,60,67871.0,0,0,2023-04-12
345,8,48,Toys,9,437.16,0.18,54,102558.0,4,0,2023-07-05
346,27,37,Electronics,4,88.58,0.16,22,6457.0,4,0,2023-01-25
347,27,15,Toys,5,31.55,0.06,53,48161.0,2,0,2023-03-13
348,21,44,Clothing,11,360.15,0.14,52,46242.0,4,0,2023-03-22
349,30,36,Toys,19,240.36,0.24,65,50814.0,3,0,2023-03-02
350,97,15,Food,3,425.3,0.18,36,115356.0,2,0,2023-01-18
351,28,43,Electronics,12,194.78,0.03,64,33463.0,3,0,2023-08-30
352,111,48,Food,19,88.3,0.16,38,27112.0,4,0,2023-02-27
353,192,23,Food,19,419.04,0.21,49,50999.0,2,1,2023-11-28
354,197,6,Electronics,13,276.71,0.24,42,86005.0,3,0,2023-02-26
355,61,46,Food,7,98.65,0.19,34,64817.0,4,1,2023-04-07
356,48,50,Books,15,361.59,0.05,33,49869.0,1,0,2023-08-03
357,147,44,Books,7,258.0,0.21,21,43712.0,1,1,2023-11-15
358,4,43,Books,8,304.13,0.2,58,17971.0,0,0,2023-01-12
359,35,45,Toys,5,233.14,0.01,68,65705.0,1,0,2023-01-11
360,192,21,Food,14,415.21,0.12,37,69750.0,3,1,2023-06-12
361,49,23,Electronics,4,415.63,0.1,25,34677.0,1,0,2023-10-10
362,17,43,Electronics,10,356.15,0.2,51,38857.0,2,0,2023-08-05
363,172,16,Toys,15,57.17,0.06,40,29024.0,2,0,2023-12-26
364,158,47,Electronics,18,420.23,0.18,59,75664.0,2,0,2023-11-19
365,46,15,Books,13,337.15,0.27,47,40826.0,1,0,2023-08-29
